TimeStamp, Source,LogType,Description
05.15 14:48.47, Crawler,Info,[TCrawler : $0BA402B0] Added request for URL http://testaspnet.vulnweb.com/about.aspx
05.15 14:48.47, Reporter,Info,[info] Error page web server version disclosure "Web Server"
05.15 14:48.47, Crawler,Info,[TCrawler : $0BA402B0] Request done, http://testaspnet.vulnweb.com/styles.css
05.15 14:48.47, Crawler,Info,[TCrawler : $0BA402B0] Processing file /styles.css
05.15 14:48.47, Crawler,Info,[TCrawler : $0BA402B0] Request done, http://testaspnet.vulnweb.com/login.aspx
05.15 14:48.47, Crawler,Info,[TCrawler : $0BA402B0] Processing file /login.aspx
05.15 14:48.47, Reporter,Info,[info] Password type input with auto-complete enabled "/login.aspx"
05.15 14:48.47, Reporter,Info,[medium] User credentials are sent in clear text "/login.aspx"
05.15 14:48.47, Crawler,Info,[TCrawler : $0BA402B0] Added request for URL http://testaspnet.vulnweb.com/login.aspx
05.15 14:48.47, Crawler,Info,[TCrawler : $0BA402B0] Added request for URL http://testaspnet.vulnweb.com/login.aspx
05.15 14:48.48, Crawler,Info,[TCrawler : $0BA402B0] Request done, http://testaspnet.vulnweb.com/Signup.aspx
05.15 14:48.48, Crawler,Info,[TCrawler : $0BA402B0] Processing file /Signup.aspx
05.15 14:48.48, Reporter,Info,[info] Password type input with auto-complete enabled "/Signup.aspx"
05.15 14:48.48, Reporter,Info,[medium] User credentials are sent in clear text "/Signup.aspx"
05.15 14:48.48, Crawler,Info,[TCrawler : $0BA402B0] Added request for URL http://testaspnet.vulnweb.com/Signup.aspx
05.15 14:48.48, Crawler,Info,[TCrawler : $0BA402B0] Request done, http://testaspnet.vulnweb.com/ReadNews.aspx?id=2&NewsAd=ads/def.html
05.15 14:48.48, Crawler,Info,[TCrawler : $0BA402B0] Processing file /ReadNews.aspx (variation 1)
05.15 14:48.48, Crawler,Info,[TCrawler : $0BA402B0] Added request for URL http://testaspnet.vulnweb.com/ReadNews.aspx
05.15 14:48.48, Crawler,Info,[TCrawler : $0BA402B0] Added request for URL http://testaspnet.vulnweb.com/ads/def.html
05.15 14:48.48, Crawler,Info,[TCrawler : $0BA402B0] Added request for URL http://testaspnet.vulnweb.com/ads
05.15 14:48.48, Crawler,Info,[TCrawler : $0BA402B0] Request done, http://testaspnet.vulnweb.com/ReadNews.aspx
05.15 14:48.48, Crawler,Info,[TCrawler : $0BA402B0] Processing file /ReadNews.aspx
05.15 14:48.48, Crawler,Info,[TCrawler : $0BA402B0] No links found.
05.15 14:48.48, Crawler,Info,[TCrawler : $0BA402B0] Request done, http://testaspnet.vulnweb.com/rssFeed.aspx
05.15 14:48.48, Crawler,Info,[TCrawler : $0BA402B0] Processing file /rssFeed.aspx
05.15 14:48.49, Crawler,Info,[TCrawler : $0BA402B0] Request done, http://testaspnet.vulnweb.com/Comments.aspx
05.15 14:48.49, Crawler,Info,[TCrawler : $0BA402B0] Processing file /Comments.aspx
05.15 14:48.49, Crawler,Info,[TCrawler : $0BA402B0] No links found.
05.15 14:48.49, ScriptExecThread(6),Info,Per server script "Bash_RCE_Server_Audit.script" finished in 5741 ms. Request count: 18. Status: 0
05.15 14:48.49, ScriptExecThread(6),Info,Per server script "Horde_IMP_Webmail_Exploit.script" starting
05.15 14:48.49, Crawler,Info,[TCrawler : $0BA402B0] Request done, http://testaspnet.vulnweb.com/ReadNews.aspx?id=0&NewsAd=ads/def.html
05.15 14:48.49, Crawler,Info,[TCrawler : $0BA402B0] Processing file /ReadNews.aspx (variation 2)
05.15 14:48.49, Crawler,Info,[TCrawler : $0BA402B0] Added request for URL http://testaspnet.vulnweb.com/ReadNews.aspx
05.15 14:48.49, Crawler,Info,[TCrawler : $0BA402B0] Request done, http://testaspnet.vulnweb.com/Comments.aspx?id=2
05.15 14:48.49, Crawler,Info,[TCrawler : $0BA402B0] Processing file /Comments.aspx (variation 1)
05.15 14:48.49, Crawler,Info,[TCrawler : $0BA402B0] Added request for URL http://testaspnet.vulnweb.com/Comments.aspx
05.15 14:48.49, Crawler,Info,[TCrawler : $0BA402B0] Added request for URL http://testaspnet.vulnweb.com/ReadNews.aspx
05.15 14:48.50, ScriptExecThread(3),Info,Per server script "Error_Page_Path_Disclosure.script" finished in 5850 ms. Request count: 16. Status: 0
05.15 14:48.50, ScriptExecThread(3),Info,Per server script "IBM_WebSphere_Audit.script" starting
